"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
545,"NCT05494762","Safety, Pharmacokinetics, and Antitumor Activity of BGB-B167 Alone and in Combination With Tislelizumab (BGB-A317) in Participants With Advanced Solid Tumors",,"Not yet recruiting","No Results Available","Solid Tumor","Drug: BGB-B167|Drug: Tislelizumab","Phase 1a: Number of Participants Experiencing Adverse Events (AEs)|Phase 1a: Number of Participants Experiencing Serious Adverse Events (SAEs)|Phase 1a: Number of Participants Experiencing AEs Meeting Protocol-defined Dose-limiting Toxicity (DLT) Criteria|Phase 1a: Maximum tolerated dose (MTD)|Phase 1a: Recommended Phase 2 doses (RP2Ds)|Phase 1b: Objective Response Rate (ORR)|Phase 1a: ORR|Phase 1a and 1b: Duration of Response (DOR)|Phase 1a and 1b: Disease Control Rate (DCR)|Phase 1a and 1b: Clinical Benefit Rate (CBR)|Phase 1b: Progression-free Survival (PFS)|Phase 1a and 1b: Serum Concentration of Tislelizumab|Phase 1a and 1b: Maximum observed serum concentration (Cmax) of BGB-B167|Phase 1a and 1b: Minimum observed serum concentration (Cmin) of BGB-B167|Phase 1a and 1b: Time to reach maximum observed serum concentration (Tmax) of BGB-B167|Phase 1a and 1b: Elimination half life (t1/2) of BGB-B167|Phase 1a and 1b: Area under the concentration-time curve in 1 dosing interval (AUCtau) of BGB-B167|Phase 1a and 1b: Total body clearance (CL) of BGB-B167|Phase 1a and 1b: Volume of distribution at steady state (Vss) of BGB-B167|Phase 1b: Number of Participants with AEs or SAEs|Phase 1a and 1b: Number of Participants with Antidrug Antibodies (ADAs)","BeiGene","All","18 Years and older   (Adult, Older Adult)","Phase 1","254","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","BGB-A317-B167-101","August 2022","February 5, 2025","August 5, 2025","August 10, 2022",,"August 10, 2022","City of Hope National Medical Center, Duarte, California, United States|Tennessee Oncology, Nashville, Tennessee, United States|Blacktown Hospital, Blacktown, New South Wales, Australia|Ashford Cancer Centre Research, Kurralta Park, South Australia, Australia|Monash Health, Clayton, Victoria, Australia|Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia|Alfred Hospital, Melbourne, Victoria, Australia",,"https://ClinicalTrials.gov/show/NCT05494762"
546,"NCT05494749","Zirconia Reinforced Glass Ionomer in MIH",,"Recruiting","No Results Available","Molar Incisor Hypomineralization","Other: zirconomer|Other: HVGI-Equia Forte","Change in clinical success rate|Change in pain|Change in sensitivity|Finite element analysis","Hams Hamed Abdelrahman|Alexandria University","All","7 Years to 10 Years   (Child)","Not Applicable","88","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","MIH_2022","December 15, 2021","January 1, 2023","January 30, 2023","August 10, 2022",,"August 15, 2022","Alexandria Faculty of Dentistry, Alexandria, Egypt",,"https://ClinicalTrials.gov/show/NCT05494749"
547,"NCT05494736","MK-8527 Single-Dose Trial in HIV-1 Infected Participants (MK-8527-004)",,"Not yet recruiting","No Results Available","Human Immunodeficiency Virus","Drug: MK-8527","Change from baseline in plasma HIV-1 ribonucleic acid (RNA)|Number of participants experiencing ≥1 adverse event (AE)|Number of participants discontinuing from study due to an AE|Area Under the Concentration-Time Curve from Predose to 168 hours postdose (AUC0-168) of MK-8527 Triphosphate (MK-8527-TP) in Peripheral Blood Mononuclear Cells (PBMCs)|Area Under the Concentration-Time Curve from Predose to Last Measurable Concentration (AUC0-last) of MK-8527-TP in PBMCs|Area Under the Concentration-Time Curve from Predose to Infinity (AUC0-inf) of MK-8527-TP in PBMCs|Time to Maximum Concentration (Tmax) of MK-8527-TP in PBMCs|Maximum Concentration (Cmax) of MK-8527-TP in PBMCs|Concentration at 168 Hours Postdose (C168) of MK-8527-TP in PBMCs|Apparent terminal half-life (t½) of MK-8527-TP in PBMCs|AUC0-last of MK-8527 in Plasma|AUC0-inf of MK-8527 in Plasma|Tmax of MK-8527 in Plasma|Cmax of MK-8527 in Plasma|Clast of MK-8527 in Plasma|Apparent t½ of MK-8527 in Plasma|Correlation Between Intracellular C168 of MK-8527-TP in PBMCs and Change from Baseline in Plasma HIV-1 RNA","Merck Sharp & Dohme LLC","All","18 Years to 60 Years   (Adult)","Phase 1","20","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","8527-004|MK-8527-004","September 23, 2022","February 13, 2023","February 13, 2023","August 10, 2022",,"August 10, 2022",,,"https://ClinicalTrials.gov/show/NCT05494736"
548,"NCT05494723","Safety and Efficacy of YB-1113 in Treatment of POI",,"Not yet recruiting","No Results Available","POI","Drug: YB-1113","Incidence of treatment-emergent adverse events (AE)|Blood anti-Müllerian hormone (AMH) level|Day 3 follicle stimulating hormone (FSH) and estradiol (E2) levels|Antral follicle counts (AFC)","YB Life Science, LLC","Female","18 Years to 40 Years   (Adult)","Phase 1|Phase 2","6","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","YB1113-POI","January 9, 2023","July 9, 2024","August 30, 2024","August 10, 2022",,"August 10, 2022",,,"https://ClinicalTrials.gov/show/NCT05494723"
549,"NCT05494710","Bleomycin Electrosclerotherapy Treatment of Vascular Malformations: A Feasibility Study","BEST","Recruiting","No Results Available","Vascular Malformations","Other: Bleomycin electrosclerotherapy treatment","Change in Quality of life questionnaire scores between baseline and 6-8 weeks of treatment|Clinician assessment tool of treatment response|To collect documented side effects following electrosclerotherapy treatment.","South Tees Hospitals NHS Foundation Trust|Teesside University","All","18 Years and older   (Adult, Older Adult)","Not Applicable","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","248206","December 1, 2020","December 1, 2022","December 1, 2022","August 10, 2022",,"August 10, 2022","South Tees Hospitals NHS Foundation Trust, Middlesbrough, United Kingdom",,"https://ClinicalTrials.gov/show/NCT05494710"
550,"NCT05494697","Ampligen Compared to No Treatment Following FOLFIRINOX in Subjects With Locally Advanced Pancreatic Adenocarcinoma",,"Not yet recruiting","No Results Available","Pancreatic Cancer","Drug: Rintatolimod","Progression Free Survival (PFS)|Overall Survival (OS)|Objective Response Rate (ORR)|Duration of Response (DoR)","AIM ImmunoTech Inc.|Amarex Clinical Research","All","18 Years and older   (Adult, Older Adult)","Phase 2","90","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AMP-270","September 2022","November 2026","January 2027","August 10, 2022",,"August 10, 2022",,,"https://ClinicalTrials.gov/show/NCT05494697"
551,"NCT05494684","Effectiveness of Multisensoral Nature-based Intervention in Hospitalized Children During Venous Blood Sampling",,"Not yet recruiting","No Results Available","Anxiety|Fear|Pain|Satisfaction","Other: Multisensoral Nature-based Intervention","Anxiety measured with mYPAS (the modifield Yale preoperative anxiety scale), change is being assessed. An external observer assesses the child's anxiety on video.|Fear measured with CFS (Children Fear Scale), change is being assessed. Child an parent assessment of fear.|Pain measured with FAS (Facial Affective Scale). Child and parent assessment of pain after blood sampling.|Parent's anxiety with STAI-Y1 (The State-Trait Anxiety Inventory), change is being assessed. Parent self-assessment of own anxiety.|Parent's satisfaction with VAS (A Visual Analogue Scale). Parent self-assessment of own satisfaction after blood sampling.|Child's anxiety, fear and pain with physiological measures: Heart Rate (HR, beats per minute), change is being assessed. Principal investigator measures values.|Child's anxiety, fear and pain with physiological measures: Oxygen saturation (02), change is being assessed. Principal investigator measures values.","University of Oulu","All","5 Years to 9 Years   (Child)","Not Applicable","53","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","08072402","September 1, 2023","December 31, 2024","May 31, 2025","August 10, 2022",,"August 15, 2022","Oulu Univeristy, Oulu, Finland",,"https://ClinicalTrials.gov/show/NCT05494684"
552,"NCT05494671","Studying Corneal Epithelial Stability Following Limbal Stem Cell Transplantation in Cases of Limbal Stem Cell Deficiency",,"Recruiting","No Results Available","Stem Cell Transplantation","Procedure: conjunctival limbal autologous transplant","the change of corneal epithelial thickness after stem cell transplantation over 9 months","Cairo University","All","15 Years to 70 Years   (Child, Adult, Older Adult)","Not Applicable","12","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","N-14-2022","January 1, 2022","October 2022","November 2022","August 10, 2022",,"August 11, 2022","Kasr Alainy, Cairo, Egypt",,"https://ClinicalTrials.gov/show/NCT05494671"
553,"NCT05494658","An Randomized Controlled Study (RCT) About the Effect of Preoperative Administration of Branched-chain Amino Acids (BCAA) on Postoperative Insulin Resistance in Colorectal Cancer (CRC) Patients",,"Not yet recruiting","No Results Available","Insulin Resistance|Colorectal Cancer","Dietary Supplement: BCAA|Dietary Supplement: water","The proportion of postoperative blood glucose>8mmol/L|Postoperative blood glucose|Homeostasis model assessment - insulin resistance （HOMA-IR）|Postoperative complications|Postoperative hospital stay","Shanghai Tong Ren Hospital","All","50 Years to 80 Years   (Adult, Older Adult)","Not Applicable","224","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2022-050-01","August 10, 2022","January 31, 2024","March 2, 2024","August 10, 2022",,"August 10, 2022",,,"https://ClinicalTrials.gov/show/NCT05494658"
554,"NCT05494645","Exparel Use in Peripheral Nerve Blocks and Local Infiltration for Foot and Ankle Surgery: A Randomized Controlled Trial",,"Recruiting","No Results Available","Pain, Postoperative|Pain, Acute Postoperative|Ankle Fractures|Ankle Injuries and Disorders","Drug: Exparel|Drug: Peripheral Nerve Block","Duration of block|number of opioid pills used by postoperative day # 4|PROMIS Scores|oral morphine equivalent use by postoperative day 4","St. Luke's Hospital, Pennsylvania","All","18 Years and older   (Adult, Older Adult)","Phase 4","300","Other","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","SLRI-2022-24","June 1, 2022","June 1, 2023","December 31, 2023","August 10, 2022",,"August 10, 2022","St. Luke's University Health Network, Bethlehem, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT05494645"
555,"NCT05494632","Interaural Mismatch in SSD CI Users",,"Recruiting","No Results Available","To Improve Speech Understanding in Noise and Localization in SSD-CI Recipients","Device: Treatment-modifications to CI speech processor program","Speech understanding in noise","Washington University School of Medicine|Cochlear","All","18 Years and older   (Adult, Older Adult)","Not Applicable","50","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","202206085","August 8, 2022","August 8, 2024","February 8, 2025","August 10, 2022",,"August 10, 2022","Washington University School of Medicine, Saint Louis, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT05494632"
556,"NCT05494619","A Study to Evaluate the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Crovalimab in Participants With Guillain-Barré Syndrome (GBS)",,"Not yet recruiting","No Results Available","Guillain-Barré Syndrome","Drug: Crovalimab|Drug: Placebo|Drug: Intravenous immunoglobulin therapy","Percentage of Participants who Reach Hughes Functional Grade (FG) Score ≤ 1 on the Guillain-Barré Syndrome Disability Scale (GBS-DS) at Week 24|Time to Recover Independent Walking Assessed Using the 10-Meter Walk Test (10-MW)|Functional Outcome on GBS-DS at Week 8|Percentage of Inflammatory Rasch-Built Overall Disability Scale (I-RODS) Responders at Week 24|Mean Post-Recovery Time|Duration of Ventilator Support|Percentage of Participants with Treatment Emergent Adverse Events|Percentage of Participants with Treatment Emergent Adverse Events Leading to Study Drug Discontinuation|Percentage of Participants with Anti-Drug Antibodies to Crovalimab|Serum Concentrations of Crovalimab","Hoffmann-La Roche|Chugai Pharmaceutical Co., Ltd. (Sponsor in Taiwan and Japan)","All","18 Years and older   (Adult, Older Adult)","Phase 3","154","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","BN43118|2021-002968-49","October 5, 2022","March 19, 2026","September 30, 2026","August 10, 2022",,"August 10, 2022",,,"https://ClinicalTrials.gov/show/NCT05494619"
557,"NCT05494606","An Observational Study to Assess Change in Disease Activity and Adverse Events of Upadacitinib in Adult Participants With Moderate to Severe Ulcerative Colitis (UC) in Real-World Practice","PROFUNDUS","Recruiting","No Results Available","Ulcerative Colitis",,"Median Time to Achieve the First Clinical Response (CR) per Partial Adapted Mayo Score|Percentage of Participants Achieving Clinical Response (CR) per Partial Adapted Mayo Score Among those who Achieved CR at Completion of Upadacitinib Induction (either at Week 8 or at Week 16)","AbbVie","All","18 Years to 75 Years   (Adult, Older Adult)",,"1000","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","P22-921","August 9, 2022","June 30, 2027","September 30, 2027","August 10, 2022",,"August 15, 2022","Hospital Britanico de Buenos Aires /ID# 249605, Ciudad Autonoma de Buenos Aire, Ciuadad Autonoma De Buenos Aires, Argentina|Blacktown Hospital /ID# 248354, Blacktown, New South Wales, Australia|Nepean Hospital /ID# 248351, Kingswood, New South Wales, Australia|Coral Sea Clinical Research institute /ID# 248352, North Mackay, Queensland, Australia|Austin Health /ID# 249133, Heidelberg, Victoria, Australia|The Royal Melbourne Hospital /ID# 248353, Parkville, Victoria, Australia|Dr. Heil /ID# 248273, Andernach, Germany|Krankenhaus Waldfriede /ID# 248307, Berlin-Zehlendorf, Germany|Praxis Dr. Michael Mross /ID# 248272, Berlin, Germany|Gastro Campus Research GbR /ID# 249867, Muenster, Germany|Bettenworth & Partner /ID# 248977, Münster, Germany|Krai Clinical Hospital /ID# 249238, Krasnoyarsk, Russian Federation|National Medical Research Center of Coloproctology n.a. A. N. Ryzhikh /ID# 249239, Moscow, Russian Federation|City Clinical Hospital No. 31 /ID# 249159, St. Petersburg, Russian Federation",,"https://ClinicalTrials.gov/show/NCT05494606"
